id,Attribute Count,Attribute Count-rarity,Punk Type,Punk Type-rarity,Skin Tone,Skin Tone-rarity,isPersonOfColor,Full Type,Full Type-rarity,Hair,Hair-rarity,Eyes,Eyes-rarity,Facial Hair,Facial Hair-rarity,Blemishes,Blemishes-rarity,Neck Accessory,Neck Accessory-rarity,Mouth Prop,Mouth Prop-rarity,Mouth,Mouth-rarity,Nose,Nose-rarity,Ears,Ears-rarity
0,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Blonde Bob,68.02721088,Green Eye Shadow,36.900369,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
1,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Mohawk,22.67573696,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Smile,42.01680672,,1.021659174,,1.326084074
2,1,30.03003003,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Wild Hair,22.37136465,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
3,3,2.221728505,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Wild Hair,22.37136465,Nerd Glasses,17.48251748,,1.539171926,,1.098418278,,1.038745196,Pipe,31.54574132,,1.341381623,,1.021659174,,1.326084074
4,4,7.042253521,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Wild Hair,22.37136465,Big Shades,18.69158879,Goat,33.89830508,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
5,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Half Shaved,68.02721088,Purple Eye Shadow,38.16793893,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
6,1,30.03003003,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Do-rag,33.33333333,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
7,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Wild White Hair,73.52941176,Clown Eyes Blue,26.04166667,,1.539171926,Spots,80.64516129,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
8,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Messy Hair,21.73913043,,2.545824847,Luxurious Beard,34.96503497,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
9,3,2.221728505,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Police Cap,49.26108374,,2.545824847,Big Beard,68.49315068,,1.098418278,,1.038745196,,1.208459215,,1.341381623,Clown Nose,47.16981132,,1.326084074
10,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Mohawk,22.67573696,Blue Eye Shadow,37.59398496,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
11,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Straight Hair Dark,67.56756757,Clown Eyes Green,26.17801047,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,,1.326084074
12,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Blonde Short,77.51937984,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
13,3,2.221728505,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Straight Hair Blonde,69.44444444,Big Shades,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,,1.326084074
14,3,2.221728505,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Pilot Helmet,185.1851852,,2.545824847,,1.539171926,,1.098418278,,1.038745196,Pipe,31.54574132,Hot Lipstick,14.36781609,,1.021659174,,1.326084074
15,3,2.221728505,Male,1.655903295,Albino,9.823182711,0,Male-Albino,16.72240803,Wild Hair,22.37136465,Regular Shades,18.97533207,Luxurious Beard,34.96503497,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
16,3,2.221728505,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Stringy Hair,21.59827214,Small Shades,26.45502646,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
17,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Mohawk,22.67573696,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Frown,38.31417625,,1.021659174,,1.326084074
18,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,,40.6504065,Eye Mask,34.12969283,Muttonchops,33.00330033,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
19,3,2.221728505,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Bandana,20.79002079,Horned Rim Glasses,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Hot Lipstick,14.36781609,,1.021659174,,1.326084074
20,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Crazy Hair,24.15458937,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
21,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Messy Hair,21.73913043,Classic Shades,19.92031873,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
22,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Pilot Helmet,185.1851852,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
23,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Do-rag,33.33333333,,2.545824847,Handlebars,38.02281369,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
24,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Mohawk Dark,23.31002331,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Smile,42.01680672,,1.021659174,,1.326084074
25,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Wild White Hair,73.52941176,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
26,1,30.03003003,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Dark Hair,63.69426752,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
27,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Peak Spike,33.00330033,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
28,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Crazy Hair,24.15458937,Big Shades,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
29,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Half Shaved,68.02721088,Horned Rim Glasses,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
30,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Cap,28.49002849,,2.545824847,Normal Beard Black,34.60207612,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
31,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Stringy Hair,21.59827214,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
32,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,,40.6504065,VR,30.12048193,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Frown,38.31417625,,1.021659174,,1.326084074
33,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Peak Spike,33.00330033,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
34,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Frumpy Hair,22.62443439,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
35,5,60.24096386,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Peak Spike,33.00330033,Horned Rim Glasses,18.69158879,Normal Beard,34.24657534,,1.098418278,,1.038745196,Cigarette,10.40582726,,1.341381623,,1.021659174,Earring,4.066693778
36,1,30.03003003,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Red Mohawk,68.02721088,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
37,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Cap,28.49002849,Clown Eyes Blue,26.04166667,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
38,3,2.221728505,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Frumpy Hair,22.62443439,Classic Shades,19.92031873,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
39,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Shaved Head,33.33333333,Regular Shades,18.97533207,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Frown,38.31417625,,1.021659174,,1.326084074
40,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Bandana,20.79002079,,2.545824847,Chinstrap,35.46099291,,1.098418278,,1.038745196,,1.208459215,Smile,42.01680672,,1.021659174,,1.326084074
41,3,2.221728505,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Wild Hair,22.37136465,Clown Eyes Green,26.17801047,Muttonchops,33.00330033,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
42,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Wild Hair,22.37136465,,2.545824847,,1.539171926,,1.098418278,,1.038745196,Cigarette,10.40582726,,1.341381623,,1.021659174,,1.326084074
43,1,30.03003003,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Half Shaved,68.02721088,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
44,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Messy Hair,21.73913043,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
45,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,,40.6504065,,2.545824847,,1.539171926,Mole,15.52795031,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
46,2,2.808988764,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Straight Hair Dark,67.56756757,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
47,1,30.03003003,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Knitted Cap,23.86634845,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
48,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Mohawk,22.67573696,Big Shades,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
49,2,2.808988764,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Bandana,20.79002079,Purple Eye Shadow,38.16793893,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
50,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Fedora,53.76344086,,2.545824847,,1.539171926,Spots,80.64516129,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
51,3,2.221728505,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Wild Hair,22.37136465,,2.545824847,Muttonchops,33.00330033,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
52,4,7.042253521,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Knitted Cap,23.86634845,Nerd Glasses,17.48251748,Shadow Beard,19.01140684,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
53,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Straight Hair,66.22516556,Big Shades,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
54,1,30.03003003,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Hoodie,38.61003861,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
55,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,,40.6504065,Eye Patch,21.69197397,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
56,1,30.03003003,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Shaved Head,33.33333333,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
57,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Headband,24.63054187,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
58,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Hoodie,38.61003861,,2.545824847,Normal Beard Black,34.60207612,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
59,2,2.808988764,Male,1.655903295,Albino,9.823182711,0,Male-Albino,16.72240803,Cowboy Hat,70.42253521,,2.545824847,Muttonchops,33.00330033,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
60,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Stringy Hair,21.59827214,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
61,1,30.03003003,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Dark Hair,63.69426752,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
62,4,7.042253521,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Mohawk Dark,23.31002331,Clown Eyes Blue,26.04166667,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Hot Lipstick,14.36781609,,1.021659174,Earring,4.066693778
63,3,2.221728505,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Shaved Head,33.33333333,Small Shades,26.45502646,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
64,2,2.808988764,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Straight Hair Blonde,69.44444444,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
65,2,2.808988764,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Headband,24.63054187,Eye Mask,34.12969283,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
66,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Tassle Hat,56.17977528,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
67,3,2.221728505,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Half Shaved,68.02721088,3D Glasses,34.96503497,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
68,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Do-rag,33.33333333,Nerd Glasses,17.48251748,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
69,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Fedora,53.76344086,,2.545824847,Normal Beard Black,34.60207612,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
70,4,7.042253521,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Crazy Hair,24.15458937,Regular Shades,18.97533207,,1.539171926,,1.098418278,,1.038745196,Cigarette,10.40582726,,1.341381623,,1.021659174,Earring,4.066693778
71,3,2.221728505,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Half Shaved,68.02721088,Green Eye Shadow,36.900369,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
72,4,7.042253521,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Fedora,53.76344086,Nerd Glasses,17.48251748,Normal Beard,34.24657534,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
73,3,2.221728505,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Bandana,20.79002079,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,Earring,4.066693778
74,3,2.221728505,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Mohawk Dark,23.31002331,,2.545824847,Shadow Beard,19.01140684,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
75,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Knitted Cap,23.86634845,Eye Patch,21.69197397,Shadow Beard,19.01140684,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
76,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Do-rag,33.33333333,,2.545824847,,1.539171926,,1.098418278,,1.038745196,Cigarette,10.40582726,,1.341381623,,1.021659174,,1.326084074
77,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Stringy Hair,21.59827214,,2.545824847,Handlebars,38.02281369,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
78,3,2.221728505,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Knitted Cap,23.86634845,Eye Patch,21.69197397,Handlebars,38.02281369,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
79,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Mohawk Dark,23.31002331,,2.545824847,Normal Beard,34.24657534,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
80,2,2.808988764,Male,1.655903295,Albino,9.823182711,0,Male-Albino,16.72240803,Wild Hair,22.37136465,,2.545824847,Mustache,34.72222222,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
81,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Headband,24.63054187,Small Shades,26.45502646,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
82,1,30.03003003,Male,1.655903295,Albino,9.823182711,0,Male-Albino,16.72240803,Headband,24.63054187,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
83,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Shaved Head,33.33333333,Small Shades,26.45502646,,1.539171926,,1.098418278,,1.038745196,Vape,36.76470588,,1.341381623,,1.021659174,,1.326084074
84,3,2.221728505,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Messy Hair,21.73913043,Big Shades,18.69158879,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
85,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Crazy Hair,24.15458937,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
86,4,7.042253521,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Knitted Cap,23.86634845,Green Eye Shadow,36.900369,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Hot Lipstick,14.36781609,,1.021659174,Earring,4.066693778
87,2,2.808988764,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Hoodie,38.61003861,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
88,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Cap,28.49002849,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Hot Lipstick,14.36781609,,1.021659174,,1.326084074
89,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,,40.6504065,,2.545824847,,1.539171926,,1.098418278,Choker,208.3333333,,1.208459215,,1.341381623,,1.021659174,,1.326084074
90,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Hoodie,38.61003861,Eye Patch,21.69197397,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
91,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Straight Hair,66.22516556,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,Clown Nose,47.16981132,,1.326084074
92,3,2.221728505,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Pink With Hat,105.2631579,Nerd Glasses,17.48251748,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Purple Lipstick,15.26717557,,1.021659174,,1.326084074
93,1,30.03003003,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Bandana,20.79002079,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
94,3,2.221728505,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Pink With Hat,105.2631579,Regular Shades,18.97533207,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
95,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Mohawk,22.67573696,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
96,1,30.03003003,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Blonde Bob,68.02721088,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
97,1,30.03003003,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Wild Hair,22.37136465,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
98,3,2.221728505,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Dark Hair,63.69426752,Welding Goggles,116.2790698,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,,1.326084074
99,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Hoodie,38.61003861,,2.545824847,,1.539171926,,1.098418278,,1.038745196,Cigarette,10.40582726,,1.341381623,,1.021659174,,1.326084074
100,1,30.03003003,Female,2.604166667,Mid,3.299241175,1,Female-Mid,8.517887564,Tassle Hat,56.17977528,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
101,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Police Cap,49.26108374,Nerd Glasses,17.48251748,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
102,2,2.808988764,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Vampire Hair,68.02721088,,2.545824847,Luxurious Beard,34.96503497,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
103,3,2.221728505,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Blonde Bob,68.02721088,Green Eye Shadow,36.900369,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,,1.326084074
104,4,7.042253521,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Crazy Hair,24.15458937,Eye Patch,21.69197397,Normal Beard Black,34.60207612,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
105,1,30.03003003,Male,1.655903295,Light,3.326679973,0,Male-Light,5.373455132,Mohawk Thin,22.67573696,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
106,1,30.03003003,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Straight Hair Blonde,69.44444444,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
107,1,30.03003003,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Headband,24.63054187,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
108,2,2.808988764,Female,2.604166667,Light,3.326679973,0,Female-Light,8.733624454,Headband,24.63054187,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,Black Lipstick,16.20745543,,1.021659174,,1.326084074
109,3,2.221728505,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Fedora,53.76344086,,2.545824847,Handlebars,38.02281369,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
110,4,7.042253521,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Mohawk Dark,23.31002331,,2.545824847,,1.539171926,,1.098418278,,1.038745196,Cigarette,10.40582726,Purple Lipstick,15.26717557,,1.021659174,Earring,4.066693778
111,2,2.808988764,Male,1.655903295,Dark,3.541076487,1,Male-Dark,5.803830528,Knitted Cap,23.86634845,,2.545824847,Handlebars,38.02281369,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
112,4,7.042253521,Male,1.655903295,Mid,3.299241175,1,Male-Mid,5.385029618,Bandana,20.79002079,Horned Rim Glasses,18.69158879,Big Beard,68.49315068,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,Earring,4.066693778
113,1,30.03003003,Male,1.655903295,Albino,9.823182711,0,Male-Albino,16.72240803,Mohawk,22.67573696,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
114,1,30.03003003,Female,2.604166667,Dark,3.541076487,1,Female-Dark,9.082652134,Red Mohawk,68.02721088,,2.545824847,,1.539171926,,1.098418278,,1.038745196,,1.208459215,,1.341381623,,1.021659174,,1.326084074
